BillID,KnessetNum,FactionID,FactionName,CoalitionStatus
2008510,20,914.0,העבודה הישראלית,
2008461,20,906.0,כולנו בראשות משה כחלון,
2008460,20,915.0,התנועה,
2008459,20,915.0,התנועה,
2008458,20,882.0,הליכוד,
2008457,20,909.0,מרצ,
2008456,20,909.0,מרצ,
2008455,20,,,
2008454,20,,,
2008453,20,,,
2008452,20,,,
2008363,20,1055.0,דגל התורה,
2008334,20,915.0,התנועה,
2008330,20,915.0,התנועה,
2008326,20,915.0,התנועה,
2008316,20,909.0,מרצ,
2008313,20,1055.0,דגל התורה,
2008276,20,915.0,התנועה,
2008271,20,909.0,מרצ,
2008270,20,909.0,מרצ,
2008262,20,914.0,העבודה הישראלית,
2008259,20,916.0,הימין החדש,
2008257,20,909.0,מרצ,
2008254,20,1055.0,דגל התורה,
2008253,20,909.0,מרצ,
2008233,20,,,
2008231,20,906.0,כולנו בראשות משה כחלון,
2008229,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2008228,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2008225,20,914.0,העבודה הישראלית,
2008220,20,906.0,כולנו בראשות משה כחלון,
2008202,20,915.0,התנועה,
2008190,20,907.0,הבית היהודי בראשות נפתלי בנט,
2008177,20,905.0,ישראל ביתנו,
2008144,20,882.0,הליכוד,
2008132,20,914.0,העבודה הישראלית,
2008124,20,907.0,הבית היהודי בראשות נפתלי בנט,
2008083,20,1056.0,אגודת ישראל,
2008081,20,1056.0,אגודת ישראל,
2008065,20,915.0,התנועה,
2008059,20,906.0,כולנו בראשות משה כחלון,
2008058,20,905.0,ישראל ביתנו,
2008057,20,906.0,כולנו בראשות משה כחלון,
2008050,20,1055.0,דגל התורה,
2008044,20,1056.0,אגודת ישראל,
2008038,20,906.0,כולנו בראשות משה כחלון,
2008022,20,904.0,יש עתיד,
2008012,20,904.0,יש עתיד,
2007979,20,,,
2007976,20,914.0,העבודה הישראלית,
2007975,20,906.0,כולנו בראשות משה כחלון,
2007951,20,,,
2007950,20,,,
2007854,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2007833,20,906.0,כולנו בראשות משה כחלון,
2007822,20,914.0,העבודה הישראלית,
2007821,20,914.0,העבודה הישראלית,
2007791,20,905.0,ישראל ביתנו,
2007786,20,882.0,הליכוד,
2007785,20,905.0,ישראל ביתנו,
2007781,20,905.0,ישראל ביתנו,
2007778,20,882.0,הליכוד,
2007773,20,905.0,ישראל ביתנו,
2007767,20,904.0,יש עתיד,
2007766,20,905.0,ישראל ביתנו,
2007757,20,905.0,ישראל ביתנו,
2007756,20,906.0,כולנו בראשות משה כחלון,
2007749,20,882.0,הליכוד,
2007746,20,914.0,העבודה הישראלית,
2007702,20,916.0,הימין החדש,
2007683,20,904.0,יש עתיד,
2007676,20,909.0,מרצ,
2007625,20,904.0,יש עתיד,
2007623,20,882.0,הליכוד,
2007615,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2007596,20,1056.0,אגודת ישראל,
2007589,20,906.0,כולנו בראשות משה כחלון,
2007574,20,910.0,"ש""ס",
2007545,20,906.0,כולנו בראשות משה כחלון,
2007502,20,906.0,כולנו בראשות משה כחלון,
2007500,20,,,
2007474,20,914.0,העבודה הישראלית,
2007452,20,904.0,יש עתיד,
2007447,20,914.0,העבודה הישראלית,
2007446,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2007445,20,910.0,"ש""ס",
2007441,20,914.0,העבודה הישראלית,
2007440,20,882.0,הליכוד,
2007414,20,904.0,יש עתיד,
2007389,20,882.0,הליכוד,
2007388,20,904.0,יש עתיד,
2007385,20,904.0,יש עתיד,
2007384,20,904.0,יש עתיד,
2007322,20,905.0,ישראל ביתנו,
2007303,20,904.0,יש עתיד,
2007283,20,905.0,ישראל ביתנו,
2007274,20,882.0,הליכוד,
2007273,20,904.0,יש עתיד,
2007272,20,904.0,יש עתיד,
2007258,20,914.0,העבודה הישראלית,
2007233,20,904.0,יש עתיד,
2007220,20,882.0,הליכוד,
2007218,20,882.0,הליכוד,
2007196,20,909.0,מרצ,
2007188,20,909.0,מרצ,
2007152,20,904.0,יש עתיד,
2007147,20,904.0,יש עתיד,
2007142,20,904.0,יש עתיד,
2007027,20,914.0,העבודה הישראלית,
2007020,20,882.0,הליכוד,
2007019,20,882.0,הליכוד,
2007017,20,914.0,העבודה הישראלית,
2006994,20,905.0,ישראל ביתנו,
2006992,20,904.0,יש עתיד,
2006977,20,904.0,יש עתיד,
2006975,20,904.0,יש עתיד,
2006974,20,914.0,העבודה הישראלית,
2006973,20,914.0,העבודה הישראלית,
2006972,20,914.0,העבודה הישראלית,
2006971,20,914.0,העבודה הישראלית,
2006955,20,905.0,ישראל ביתנו,
2006951,20,1055.0,דגל התורה,
2006948,20,,,
2006946,20,882.0,הליכוד,
2006945,20,914.0,העבודה הישראלית,
2006917,20,909.0,מרצ,
2006914,20,882.0,הליכוד,
2006912,20,914.0,העבודה הישראלית,
2006907,20,906.0,כולנו בראשות משה כחלון,
2006904,20,906.0,כולנו בראשות משה כחלון,
2006903,20,,,
2006895,20,913.0,"חה""כ אורלי לוי-אבקסיס",
2006893,20,913.0,"חה""כ אורלי לוי-אבקסיס",
2006878,20,910.0,"ש""ס",
2006854,20,905.0,ישראל ביתנו,
2006852,20,905.0,ישראל ביתנו,
2006851,20,914.0,העבודה הישראלית,
2006847,20,905.0,ישראל ביתנו,
2006844,20,905.0,ישראל ביתנו,
2006842,20,905.0,ישראל ביתנו,
2006838,20,914.0,העבודה הישראלית,
2006832,20,882.0,הליכוד,
2006831,20,914.0,העבודה הישראלית,
2006830,20,882.0,הליכוד,
2006829,20,882.0,הליכוד,
2006828,20,905.0,ישראל ביתנו,
2006827,20,882.0,הליכוד,
2006796,20,906.0,כולנו בראשות משה כחלון,
2006778,20,1055.0,דגל התורה,
2006777,20,,,
2006776,20,904.0,יש עתיד,
2006775,20,,,
2006758,20,914.0,העבודה הישראלית,
2006730,20,916.0,הימין החדש,
2006711,20,882.0,הליכוד,
2006699,20,906.0,כולנו בראשות משה כחלון,
2006696,20,905.0,ישראל ביתנו,
2006695,20,907.0,הבית היהודי בראשות נפתלי בנט,
2006694,20,905.0,ישראל ביתנו,
2006689,20,915.0,התנועה,
2006669,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2006668,20,,,
2006649,20,,,
2006636,20,1055.0,דגל התורה,
2006630,20,905.0,ישראל ביתנו,
2006621,20,882.0,הליכוד,
2006618,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2006614,20,1055.0,דגל התורה,
2006608,20,914.0,העבודה הישראלית,
2006606,20,914.0,העבודה הישראלית,
2006600,20,906.0,כולנו בראשות משה כחלון,
2006580,20,907.0,הבית היהודי בראשות נפתלי בנט,
2006578,20,906.0,כולנו בראשות משה כחלון,
2006576,20,914.0,העבודה הישראלית,
2006566,20,914.0,העבודה הישראלית,
2006560,20,910.0,"ש""ס",
2006556,20,1055.0,דגל התורה,
2006525,20,910.0,"ש""ס",
2006515,20,914.0,העבודה הישראלית,
2006513,20,882.0,הליכוד,
2006479,20,,,
2006478,20,1055.0,דגל התורה,
2006477,20,,,
2006461,20,915.0,התנועה,
2006447,20,906.0,כולנו בראשות משה כחלון,
2006434,20,1055.0,דגל התורה,
2006430,20,904.0,יש עתיד,
2006419,20,904.0,יש עתיד,
2006359,20,882.0,הליכוד,
2006356,20,915.0,התנועה,
2006353,20,907.0,הבית היהודי בראשות נפתלי בנט,
2006338,20,882.0,הליכוד,
2006337,20,914.0,העבודה הישראלית,
2006330,20,914.0,העבודה הישראלית,
2006317,20,904.0,יש עתיד,
2006314,20,904.0,יש עתיד,
2006312,20,914.0,העבודה הישראלית,
2006310,20,914.0,העבודה הישראלית,
2006309,20,904.0,יש עתיד,
2006307,20,914.0,העבודה הישראלית,
2006304,20,904.0,יש עתיד,
2006300,20,914.0,העבודה הישראלית,
2006299,20,906.0,כולנו בראשות משה כחלון,
2006266,20,882.0,הליכוד,
2006263,20,907.0,הבית היהודי בראשות נפתלי בנט,
2006260,20,882.0,הליכוד,
2006256,20,882.0,הליכוד,
2006252,20,1055.0,דגל התורה,
2006250,20,1055.0,דגל התורה,
2006247,20,914.0,העבודה הישראלית,
2006238,20,914.0,העבודה הישראלית,
2006232,20,904.0,יש עתיד,
2006231,20,913.0,"חה""כ אורלי לוי-אבקסיס",
2006216,20,915.0,התנועה,
2006210,20,915.0,התנועה,
2006198,20,,,
2006192,20,1055.0,דגל התורה,
2006186,20,914.0,העבודה הישראלית,
2006154,20,906.0,כולנו בראשות משה כחלון,
2006133,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2006132,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2006131,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2006130,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2006128,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2006121,20,906.0,כולנו בראשות משה כחלון,
2006119,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2006113,20,909.0,מרצ,
2006112,20,909.0,מרצ,
2006111,20,904.0,יש עתיד,
2006106,20,914.0,העבודה הישראלית,
2006105,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2006104,20,914.0,העבודה הישראלית,
2006103,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2006099,20,905.0,ישראל ביתנו,
2006097,20,882.0,הליכוד,
2006096,20,905.0,ישראל ביתנו,
2006093,20,904.0,יש עתיד,
2006091,20,882.0,הליכוד,
2006077,20,882.0,הליכוד,
2006076,20,914.0,העבודה הישראלית,
2006044,20,882.0,הליכוד,
2006043,20,,,
2006022,20,,,
2006021,20,,,
2006019,20,,,
2006018,20,,,
2006002,20,904.0,יש עתיד,
2006001,20,904.0,יש עתיד,
2006000,20,904.0,יש עתיד,
2005998,20,905.0,ישראל ביתנו,
2005971,20,906.0,כולנו בראשות משה כחלון,
2005969,20,906.0,כולנו בראשות משה כחלון,
2005968,20,914.0,העבודה הישראלית,
2005919,20,914.0,העבודה הישראלית,
2005901,20,882.0,הליכוד,
2005892,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2005887,20,906.0,כולנו בראשות משה כחלון,
2005877,20,914.0,העבודה הישראלית,
2005876,20,882.0,הליכוד,
2005858,20,905.0,ישראל ביתנו,
2005854,20,882.0,הליכוד,
2005853,20,909.0,מרצ,
2005832,20,1057.0,"תע""ל – בראשות אחמד טיבי",
2005829,20,1057.0,"תע""ל – בראשות אחמד טיבי",
2005826,20,1055.0,דגל התורה,
2005823,20,904.0,יש עתיד,
2005819,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2005815,20,915.0,התנועה,
2005811,20,1055.0,דגל התורה,
2005803,20,904.0,יש עתיד,
2005802,20,904.0,יש עתיד,
2005800,20,,,
2005799,20,,,
2005791,20,905.0,ישראל ביתנו,
2005785,20,905.0,ישראל ביתנו,
2005780,20,905.0,ישראל ביתנו,
2005775,20,,,
2005773,20,,,
2005767,20,905.0,ישראל ביתנו,
2005698,20,906.0,כולנו בראשות משה כחלון,
2005693,20,914.0,העבודה הישראלית,
2005691,20,905.0,ישראל ביתנו,
2005688,20,882.0,הליכוד,
2005686,20,882.0,הליכוד,
2005682,20,1055.0,דגל התורה,
2005681,20,882.0,הליכוד,
2005670,20,914.0,העבודה הישראלית,
2005662,20,904.0,יש עתיד,
2005658,20,882.0,הליכוד,
2005634,20,905.0,ישראל ביתנו,
2005621,20,906.0,כולנו בראשות משה כחלון,
2005608,20,882.0,הליכוד,
2005589,20,914.0,העבודה הישראלית,
2005582,20,914.0,העבודה הישראלית,
2005581,20,914.0,העבודה הישראלית,
2005580,20,,,
2005578,20,882.0,הליכוד,
2005558,20,906.0,כולנו בראשות משה כחלון,
2005553,20,914.0,העבודה הישראלית,
2005550,20,1055.0,דגל התורה,
2005546,20,906.0,כולנו בראשות משה כחלון,
2005520,20,904.0,יש עתיד,
2005462,20,906.0,כולנו בראשות משה כחלון,
2005461,20,905.0,ישראל ביתנו,
2005457,20,915.0,התנועה,
2005456,20,915.0,התנועה,
2005455,20,915.0,התנועה,
2005454,20,915.0,התנועה,
2005422,20,,,
2005402,20,904.0,יש עתיד,
2005379,20,882.0,הליכוד,
2005362,20,914.0,העבודה הישראלית,
2005351,20,,,
2005350,20,,,
2005339,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2005329,20,907.0,הבית היהודי בראשות נפתלי בנט,
2005327,20,907.0,הבית היהודי בראשות נפתלי בנט,
2005304,20,914.0,העבודה הישראלית,
2005303,20,882.0,הליכוד,
2005301,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2005290,20,914.0,העבודה הישראלית,
2005289,20,882.0,הליכוד,
2005287,20,882.0,הליכוד,
2005285,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2005210,20,904.0,יש עתיד,
2005193,20,914.0,העבודה הישראלית,
2005189,20,905.0,ישראל ביתנו,
2005176,20,882.0,הליכוד,
2005175,20,906.0,כולנו בראשות משה כחלון,
2005102,20,,,
2005070,20,,,
2005069,20,1056.0,אגודת ישראל,
2005068,20,,,
2004992,20,906.0,כולנו בראשות משה כחלון,
2004987,20,906.0,כולנו בראשות משה כחלון,
2004978,20,904.0,יש עתיד,
2004975,20,914.0,העבודה הישראלית,
2004969,20,904.0,יש עתיד,
2004964,20,,,
2004962,20,,,
2004961,20,1055.0,דגל התורה,
2004956,20,914.0,העבודה הישראלית,
2004955,20,906.0,כולנו בראשות משה כחלון,
2004952,20,882.0,הליכוד,
2004951,20,914.0,העבודה הישראלית,
2004949,20,916.0,הימין החדש,
2004948,20,882.0,הליכוד,
2004930,20,906.0,כולנו בראשות משה כחלון,
2004926,20,906.0,כולנו בראשות משה כחלון,
2004924,20,904.0,יש עתיד,
2004919,20,914.0,העבודה הישראלית,
2004913,20,914.0,העבודה הישראלית,
2004910,20,914.0,העבודה הישראלית,
2004900,20,882.0,הליכוד,
2004894,20,906.0,כולנו בראשות משה כחלון,
2004881,20,909.0,מרצ,
2004879,20,1057.0,"תע""ל – בראשות אחמד טיבי",
2004860,20,914.0,העבודה הישראלית,
2004857,20,905.0,ישראל ביתנו,
2004827,20,906.0,כולנו בראשות משה כחלון,
2004813,20,914.0,העבודה הישראלית,
2004785,20,904.0,יש עתיד,
2004761,20,882.0,הליכוד,
2004755,20,,,
2004750,20,882.0,הליכוד,
2004737,20,882.0,הליכוד,
2004720,20,907.0,הבית היהודי בראשות נפתלי בנט,
2004708,20,,,
2004702,20,907.0,הבית היהודי בראשות נפתלי בנט,
2004686,20,914.0,העבודה הישראלית,
2004682,20,905.0,ישראל ביתנו,
2004677,20,882.0,הליכוד,
2004657,20,914.0,העבודה הישראלית,
2004655,20,904.0,יש עתיד,
2004631,20,906.0,כולנו בראשות משה כחלון,
2004611,20,914.0,העבודה הישראלית,
2004566,20,914.0,העבודה הישראלית,
2004538,20,906.0,כולנו בראשות משה כחלון,
2004537,20,905.0,ישראל ביתנו,
2004525,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2004523,20,916.0,הימין החדש,
2004522,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2004519,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2004517,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2004516,20,904.0,יש עתיד,
2004494,20,910.0,"ש""ס",
2004479,20,882.0,הליכוד,
2004473,20,,,
2004467,20,909.0,מרצ,
2004460,20,905.0,ישראל ביתנו,
2004428,20,904.0,יש עתיד,
2004410,20,906.0,כולנו בראשות משה כחלון,
2004395,20,914.0,העבודה הישראלית,
2004379,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2004378,20,905.0,ישראל ביתנו,
2004367,20,915.0,התנועה,
2004362,20,914.0,העבודה הישראלית,
2004361,20,882.0,הליכוד,
2004359,20,882.0,הליכוד,
2004357,20,882.0,הליכוד,
2004351,20,882.0,הליכוד,
2004338,20,905.0,ישראל ביתנו,
2004331,20,905.0,ישראל ביתנו,
2004329,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2004327,20,914.0,העבודה הישראלית,
2004315,20,904.0,יש עתיד,
2004312,20,907.0,הבית היהודי בראשות נפתלי בנט,
2004298,20,882.0,הליכוד,
2004295,20,915.0,התנועה,
2004268,20,904.0,יש עתיד,
2004234,20,906.0,כולנו בראשות משה כחלון,
2004186,20,905.0,ישראל ביתנו,
2004184,20,1055.0,דגל התורה,
2004143,20,915.0,התנועה,
2004128,20,,,
2004122,20,904.0,יש עתיד,
2004093,20,882.0,הליכוד,
2004078,20,909.0,מרצ,
2003977,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2003976,20,909.0,מרצ,
2003974,20,909.0,מרצ,
2003971,20,909.0,מרצ,
2003958,20,882.0,הליכוד,
2003942,20,882.0,הליכוד,
2003899,20,,,
2003896,20,906.0,כולנו בראשות משה כחלון,
2003890,20,1055.0,דגל התורה,
2003889,20,1055.0,דגל התורה,
2003881,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2003836,20,915.0,התנועה,
2003835,20,915.0,התנועה,
2003829,20,882.0,הליכוד,
2003806,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2003800,20,905.0,ישראל ביתנו,
2003759,20,914.0,העבודה הישראלית,
2003746,20,882.0,הליכוד,
2003730,20,904.0,יש עתיד,
2003706,20,907.0,הבית היהודי בראשות נפתלי בנט,
2003705,20,909.0,מרצ,
2003701,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2003663,20,915.0,התנועה,
2003659,20,1055.0,דגל התורה,
2003648,20,914.0,העבודה הישראלית,
2003634,20,,,
2003633,20,914.0,העבודה הישראלית,
2003630,20,906.0,כולנו בראשות משה כחלון,
2003623,20,904.0,יש עתיד,
2003605,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2003604,20,882.0,הליכוד,
2003578,20,906.0,כולנו בראשות משה כחלון,
2003568,20,914.0,העבודה הישראלית,
2003564,20,915.0,התנועה,
2003547,20,906.0,כולנו בראשות משה כחלון,
2003537,20,910.0,"ש""ס",
2003536,20,,,
2003513,20,904.0,יש עתיד,
2003500,20,882.0,הליכוד,
2003484,20,904.0,יש עתיד,
2003475,20,910.0,"ש""ס",
2003460,20,909.0,מרצ,
2003434,20,916.0,הימין החדש,
2003397,20,1055.0,דגל התורה,
2003358,20,1055.0,דגל התורה,
2003348,20,909.0,מרצ,
2003323,20,914.0,העבודה הישראלית,
2003307,20,914.0,העבודה הישראלית,
2003257,20,1055.0,דגל התורה,
2003240,20,906.0,כולנו בראשות משה כחלון,
2003234,20,906.0,כולנו בראשות משה כחלון,
2003233,20,909.0,מרצ,
2003229,20,906.0,כולנו בראשות משה כחלון,
2003202,20,914.0,העבודה הישראלית,
2003199,20,906.0,כולנו בראשות משה כחלון,
2003189,20,914.0,העבודה הישראלית,
2003186,20,914.0,העבודה הישראלית,
2003180,20,904.0,יש עתיד,
2003179,20,904.0,יש עתיד,
2003147,20,914.0,העבודה הישראלית,
2002976,20,915.0,התנועה,
2002974,20,915.0,התנועה,
2002931,20,909.0,מרצ,
2002920,20,914.0,העבודה הישראלית,
2002916,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
2002890,20,909.0,מרצ,
2002881,20,909.0,מרצ,
2002879,20,910.0,"ש""ס",
2002864,20,1055.0,דגל התורה,
2002862,20,1055.0,דגל התורה,
2002861,20,1055.0,דגל התורה,
2002859,20,1055.0,דגל התורה,
2002858,20,1055.0,דגל התורה,
2002857,20,913.0,"חה""כ אורלי לוי-אבקסיס",
2002797,20,906.0,כולנו בראשות משה כחלון,
2002789,20,910.0,"ש""ס",
2002788,20,904.0,יש עתיד,
2002772,20,,,
2002769,20,1057.0,"תע""ל – בראשות אחמד טיבי",
2002764,20,904.0,יש עתיד,
2002763,20,904.0,יש עתיד,
2002761,20,882.0,הליכוד,
2002756,20,1055.0,דגל התורה,
2002754,20,904.0,יש עתיד,
2002745,20,915.0,התנועה,
2002733,20,882.0,הליכוד,
2002722,20,915.0,התנועה,
2002721,20,915.0,התנועה,
2002720,20,915.0,התנועה,
2002653,20,905.0,ישראל ביתנו,
2002536,20,915.0,התנועה,
2002524,20,882.0,הליכוד,
2002523,20,906.0,כולנו בראשות משה כחלון,
2002515,20,914.0,העבודה הישראלית,
2002474,20,910.0,"ש""ס",
2002426,20,906.0,כולנו בראשות משה כחלון,
2002416,20,914.0,העבודה הישראלית,
2002390,20,906.0,כולנו בראשות משה כחלון,
579326,20,906.0,כולנו בראשות משה כחלון,
579317,20,906.0,כולנו בראשות משה כחלון,
579302,20,904.0,יש עתיד,
579299,20,1057.0,"תע""ל – בראשות אחמד טיבי",
579283,20,906.0,כולנו בראשות משה כחלון,
579282,20,906.0,כולנו בראשות משה כחלון,
579280,20,904.0,יש עתיד,
579271,20,904.0,יש עתיד,
579265,20,909.0,מרצ,
579264,20,909.0,מרצ,
579255,20,906.0,כולנו בראשות משה כחלון,
579242,20,906.0,כולנו בראשות משה כחלון,
579238,20,904.0,יש עתיד,
579230,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
579221,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
579167,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
579120,20,882.0,הליכוד,
579107,20,906.0,כולנו בראשות משה כחלון,
579103,20,1057.0,"תע""ל – בראשות אחמד טיבי",
579102,20,914.0,העבודה הישראלית,
579088,20,910.0,"ש""ס",
579085,20,1057.0,"תע""ל – בראשות אחמד טיבי",
579064,20,906.0,כולנו בראשות משה כחלון,
579060,20,910.0,"ש""ס",
579059,20,882.0,הליכוד,
579049,20,882.0,הליכוד,
579006,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
579005,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
578982,20,906.0,כולנו בראשות משה כחלון,
578974,20,882.0,הליכוד,
578969,20,882.0,הליכוד,
578959,20,914.0,העבודה הישראלית,
578958,20,905.0,ישראל ביתנו,
578955,20,906.0,כולנו בראשות משה כחלון,
578950,20,,,
578944,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
578938,20,914.0,העבודה הישראלית,
578937,20,914.0,העבודה הישראלית,
578936,20,915.0,התנועה,
578934,20,882.0,הליכוד,
578931,20,904.0,יש עתיד,
578930,20,882.0,הליכוד,
578919,20,,,
578917,20,,,
578916,20,914.0,העבודה הישראלית,
578911,20,904.0,יש עתיד,
578910,20,905.0,ישראל ביתנו,
578906,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
578902,20,904.0,יש עתיד,
578901,20,914.0,העבודה הישראלית,
578887,20,905.0,ישראל ביתנו,
578886,20,,,
578871,20,,,
578870,20,910.0,"ש""ס",
578868,20,913.0,"חה""כ אורלי לוי-אבקסיס",
578858,20,915.0,התנועה,
578857,20,,,
578856,20,882.0,הליכוד,
578849,20,904.0,יש עתיד,
578845,20,914.0,העבודה הישראלית,
578836,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
578835,20,906.0,כולנו בראשות משה כחלון,
578834,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
578833,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
578822,20,904.0,יש עתיד,
578816,20,1057.0,"תע""ל – בראשות אחמד טיבי",
578805,20,882.0,הליכוד,
578804,20,882.0,הליכוד,
578761,20,907.0,הבית היהודי בראשות נפתלי בנט,
578750,20,913.0,"חה""כ אורלי לוי-אבקסיס",
578747,20,882.0,הליכוד,
578721,20,914.0,העבודה הישראלית,
578720,20,905.0,ישראל ביתנו,
578714,20,904.0,יש עתיד,
578713,20,905.0,ישראל ביתנו,
578712,20,914.0,העבודה הישראלית,
578711,20,,,
578708,20,914.0,העבודה הישראלית,
578696,20,,,
578681,20,882.0,הליכוד,
578680,20,,,
578665,20,914.0,העבודה הישראלית,
578664,20,914.0,העבודה הישראלית,
578662,20,915.0,התנועה,
578660,20,,,
578658,20,914.0,העבודה הישראלית,
578650,20,906.0,כולנו בראשות משה כחלון,
578648,20,906.0,כולנו בראשות משה כחלון,
578627,20,882.0,הליכוד,
578625,20,915.0,התנועה,
578613,20,904.0,יש עתיד,
578610,20,914.0,העבודה הישראלית,
578608,20,,,
578607,20,,,
578601,20,904.0,יש עתיד,
578598,20,904.0,יש עתיד,
578597,20,,,
578588,20,904.0,יש עתיד,
578584,20,914.0,העבודה הישראלית,
578516,20,909.0,מרצ,
578506,20,915.0,התנועה,
578505,20,914.0,העבודה הישראלית,
578500,20,904.0,יש עתיד,
578499,20,905.0,ישראל ביתנו,
578498,20,914.0,העבודה הישראלית,
578494,20,904.0,יש עתיד,
578490,20,914.0,העבודה הישראלית,
578483,20,904.0,יש עתיד,
578475,20,913.0,"חה""כ אורלי לוי-אבקסיס",
578471,20,914.0,העבודה הישראלית,
578461,20,882.0,הליכוד,
578458,20,915.0,התנועה,
578456,20,906.0,כולנו בראשות משה כחלון,
578454,20,906.0,כולנו בראשות משה כחלון,
578447,20,,,
578446,20,882.0,הליכוד,
578438,20,902.0,המחנה הציוני,
578429,20,906.0,כולנו בראשות משה כחלון,
578427,20,,,
578425,20,904.0,יש עתיד,
578424,20,882.0,הליכוד,
578398,20,914.0,העבודה הישראלית,
578391,20,1055.0,דגל התורה,
578388,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
578386,20,903.0,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",
578377,20,882.0,הליכוד,
578369,20,906.0,כולנו בראשות משה כחלון,
578363,20,1055.0,דגל התורה,
578361,20,907.0,הבית היהודי בראשות נפתלי בנט,
578323,20,913.0,"חה""כ אורלי לוי-אבקסיס",
578310,20,906.0,כולנו בראשות משה כחלון,
578309,20,909.0,מרצ,
578285,20,914.0,העבודה הישראלית,
578279,20,1055.0,דגל התורה,
578273,20,915.0,התנועה,
578262,20,906.0,כולנו בראשות משה כחלון,
578259,20,1055.0,דגל התורה,
578257,20,916.0,הימין החדש,
578256,20,905.0,ישראל ביתנו,
578250,20,905.0,ישראל ביתנו,
578247,20,904.0,יש עתיד,
578246,20,882.0,הליכוד,
578231,20,905.0,ישראל ביתנו,
578229,20,905.0,ישראל ביתנו,
578227,20,906.0,כולנו בראשות משה כחלון,
578207,20,914.0,העבודה הישראלית,
578203,20,906.0,כולנו בראשות משה כחלון,
578199,20,915.0,התנועה,
578197,20,915.0,התנועה,
578191,20,882.0,הליכוד,
578175,20,,,
578174,20,914.0,העבודה הישראלית,
578100,20,,,
